2,1,Winners Round 3,Plank,Plank,Chet,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Winners Round 3,Matteo,Matteo,Ben Snape,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Winners Round 3,Lukademus,Captain G,Lukademus,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,1,Winners Round 3,Lotfy,Lotfy,Douglas.J.Gov,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Winners Round 3,Rasen,Rasen,Dizney,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Winners Quarter-Final,Hungrybox,Hungrybox,TPN,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Winners Quarter-Final,Warmmer,Warmmer,Plank,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,1,Winners Quarter-Final,Matteo,Matteo,Lukademus,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Winners Quarter-Final,Lotfy,Lotfy,Rasen,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Losers Round 1,AWaveDash,invert,AWaveDash,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,-1,Losers Round 1,WeSkillNow,WeSkillNow,Zerg,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 1,Cautious,Cautious,Escargot,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,-1,Losers Round 1,ztp,ztp,barcode,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,1,Losers Round 1,Besacloud,Besacloud,hazy,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 1,Ronan,Ronan,JackedPuffGuy,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 1,RPG,RPG,Schhmoney,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 1,AssortedGoods,AssortedGoods,Gewl,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,-1,Losers Round 1,Crybaby,Crybaby,Harrison,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 1,Alice,Alice,Fyzzl,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,-1,Losers Round 1,A Large Book,A Large Book,darkAsh,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 1,Jere541,Jere541,Advmultivitamin,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Losers Round 1,orz,volt.,orz,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 1,Leeroy,Leeroy,Case,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,-1,Losers Round 2,AWaveDash,AWaveDash,CB,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 2,WeSkillNow,WeSkillNow,Cautious,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Losers Round 2,Besacloud,ztp,Besacloud,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Losers Round 2,RPG,Ronan,RPG,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 2,AssortedGoods,AssortedGoods,tspin,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,1,Losers Round 2,Crybaby,Crybaby,Alice,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,1,Losers Round 2,A Large Book,A Large Book,Jere541,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Losers Round 2,Leeroy,orz,Leeroy,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 3,Chet,Chet,AWaveDash,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 3,Just Nate,Just Nate,WeSkillNow,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 3,Mono,Mono,Besacloud,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 3,chekin,chekin,RPG,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Losers Round 3,AssortedGoods,Dizney,AssortedGoods,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 3,Douglas.J.Gov,Douglas.J.Gov,Crybaby,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 3,Captain G,Captain G,A Large Book,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 3,Ben Snape,Ben Snape,Leeroy,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Losers Round 4,Just Nate,Chet,Just Nate,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 4,Mono,Mono,chekin,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Losers Round 4,Douglas.J.Gov,AssortedGoods,Douglas.J.Gov,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 4,Captain G,Captain G,Ben Snape,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Losers Round 5,Just Nate,Lukademus,Just Nate,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 5,Rasen,Rasen,Mono,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Losers Round 5,TPN,TPN,Douglas.J.Gov,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Losers Round 5,Captain G,Plank,Captain G,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Winners Round 1,danimals,Skim MILK,danimals,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Winners Round 1,Zefv,Airport,Zefv,Melee @ Xanadu Online 386 - $500 Prize Pool!
-1,0,Winners Round 1,LimeLord,Aux,LimeLord,Melee @ Xanadu Online 386 - $500 Prize Pool!
-1,0,Winners Round 1,early323,Arrabbiata,early323,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Winners Round 1,Ke-Lai,Ke-Lai,Invader,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,1,Winners Round 1,bearbell,bearbell,ChiliRex,Melee @ Xanadu Online 386 - $500 Prize Pool!
-1,0,Winners Round 1,Fate,gring0,Fate,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Winners Round 1,Townes,skred,Townes,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Winners Round 1,Turok,NOYO,Turok,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,1,Winners Round 1,Ozsu,Ozsu,yasty,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Winners Round 1,Fasca,Oak,Fasca,Melee @ Xanadu Online 386 - $500 Prize Pool!
1,2,Winners Round 1,PikachuvA,goo,PikachuvA,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Winners Round 1,dankyou,thehumanblob,dankyou,Melee @ Xanadu Online 386 - $500 Prize Pool!
0,2,Winners Round 1,Asashi,CrimsonPixel,Asashi,Melee @ Xanadu Online 386 - $500 Prize Pool!
2,0,Winners Round 2,Magi,Magi,danimals,Melee @ Xanadu Online 386 - $500 Prize Pool!
